parameter,zipf_K,exponential_K,logistic_K
4.3100000000000005,0.885718495609523,0.9734151904526154,0.0027796564315197315
4.32,0.8865478185186725,0.9736762417751695,0.002779680681642364
4.33,0.8873710746672662,0.9739347634494306,0.002779704846189816
4.34,0.8881883081727397,0.9741907793282512,0.002779728925429983
4.3500000000000005,0.8889995628470051,0.9744443130524778,0.0027797529196284124
4.36,0.8898048821981862,0.9746953880525797,0.0027797768290483593
4.37,0.8906043094323425,0.9749440275502695,0.0027798006539508473
4.38,0.8913978874552041,0.9751902545601201,0.0027798243945947147
4.39,0.8921856588738967,0.9754340918911714,0.002779848051236669
4.4,0.8929676659986686,0.9756755621485308,0.002779871624131345
4.41,0.8937439508446127,0.9759146877349645,0.00277989511353134
4.42,0.8945145551333898,0.9761514908524829,0.002779918519687278
4.43,0.8952795202949503,0.9763859935039163,0.0027799418428478494
4.44,0.8960388874692481,0.9766182174944853,0.002779965083259859
4.45,0.8967926975079564,0.9768481844333594,0.00277998824116828
4.46,0.8975409909761795,0.9770759157352119,0.0027800113168162817
4.47,0.8982838081541593,0.9773014326217644,0.0027800343104452943
4.48,0.8990211890389852,0.9775247561233237,0.002780057222295036
4.49,0.8997531733462908,0.977745907080308,0.002780080052603563
4.5,0.9004798005119521,0.9779649061447713,0.002780102801607311
4.51,0.9012011096937869,0.9781817737819128,0.00278012546954113
4.5200000000000005,0.9019171397732392,0.9783965302715824,0.0027801480566383334
4.53,0.9026279293570695,0.9786091957097738,0.002780170563130721
4.54,0.9033335167790332,0.9788197900101151,0.002780192989248641
4.55,0.9040339401015618,0.9790283329053454,0.0027802153352209963
4.5600000000000005,0.9047292371174347,0.9792348439487853,0.0027802376012753143
4.57,0.9054194453514451,0.9794393425157999,0.002780259787637749
4.58,0.9061046020620681,0.9796418478052514,0.0027802818945331423
4.59,0.906784744243114,0.9798423788409439,0.002780303922185042
4.6000000000000005,0.9074599086253868,0.9800409544730612,0.002780325870815743
4.61,0.908130131678331,0.9802375933795917,0.0027803477406463137
4.62,0.9087954496116722,0.9804323140677521,0.002780369531896631
4.63,0.9094558983770586,0.9806251348753936,0.0027803912447854112
4.64,0.910111513669692,0.9808160739724067,0.00278041287953024
4.65,0.9107623309299532,0.9810051493621138,0.0027804344363475983
4.66,0.911408385345025,0.9811923788826536,0.0027804559154528947
4.67,0.9120497118505058,0.9813777802083586,0.002780477317060496
4.68,0.9126863451320192,0.9815613708511215,0.0027804986413837466
4.69,0.9133183196268189,0.9817431681617537,0.0027805198886350023
4.7,0.913945669525384,0.9819231893313359,0.0027805410590256534
4.71,0.9145684287730126,0.9821014513925611,0.00278056215276615
4.72,0.915186631071404,0.9822779712210654,0.002780583170066031
4.73,0.9158003098802385,0.9824527655367525,0.0027806041111339383
4.74,0.9164094984187523,0.9826258509051101,0.0027806249761776532
4.75,0.9170142296673002,0.9827972437385163,0.0027806457654041125
4.76,0.9176145363689162,0.9829669602975379,0.0027806664790194285
4.7700000000000005,0.918210451030867,0.9831350166922193,0.002780687117228919
4.78,0.9188020059261981,0.983301428883364,0.0027807076802371196
4.79,0.9193892330952725,0.9834662126838077,0.002780728168247811
4.8,0.9199721643473077,0.9836293837596793,0.0027807485814640392
4.8100000000000005,0.9205508312618947,0.9837909576316597,0.0027807689200881336
4.82,0.9211252651905263,0.983950949676224,0.002780789184321722
4.83,0.9216954972581017,0.9841093751268823,0.002780809374365757
4.84,0.9222615583644374,0.9842662490754096,0.002780829490420533
4.8500000000000005,0.9228234791857636,0.9844215864730619,0.0027808495326856995
4.86,0.923381290176219,0.9845754021317941,0.00278086950136028
4.87,0.9239350215693303,0.984727710725459,0.0027808893966426956
4.88,0.9244847033794941,0.984878526791006,0.002780909218730771
4.89,0.9250303654034469,0.9850278647296647,0.0027809289678217574
4.9,0.9255720372217277,0.9851757388081255,0.0027809486441123465
4.91,0.9261097482001345,0.9853221631597068,0.0027809682477986843
4.92,0.9266435274911752,0.9854671517855191,0.002780987779076391
4.93,0.9271734040355066,0.9856107185556162,0.0027810072381405666
4.94,0.9276994065633725,0.9857528772101395,0.0027810266251858122
4.95,0.9282215635960269,0.9858936413604553,0.002781045940406245
4.96,0.9287399034471597,0.9860330244902822,0.002781065183995501
4.97,0.9292544542243059,0.9861710399568099,0.002781084356146758
4.98,0.9297652438302513,0.9863077009918118,0.002781103457052743
4.99,0.9302722999644348,0.9864430207027478,0.0027811224869057514
5.0,0.9307756501243332,0.9865770120738577,0.002781141445897645
5.01,0.9312753216068499,0.98670968796725,0.002781160334219878
5.0200000000000005,0.9317713415096909,0.9868410611239786,0.0027811791520635
5.03,0.9322637367327292,0.9869711441651152,0.002781197899619166
5.04,0.9327525339793729,0.9870999495928093,0.002781216577077152
5.05,0.9332377597579148,0.9872274897913447,0.002781235184627363
5.0600000000000005,0.9337194403828811,0.987353777028184,0.00278125372245934
5.07,0.934197601976371,0.9874788234550087,0.0027812721907622727
5.08,0.9346722704693874,0.9876026411087464,0.0027812905897250063
5.09,0.9351434716031632,0.9877252419125974,0.0027813089195360538
5.1000000000000005,0.9356112309304776,0.9878466376770458,0.0027813271803835997
5.11,0.9360755738169682,0.9879668401008681,0.002781345372455513
5.12,0.9365365254424268,0.9880858607721307,0.0027813634959393528
5.13,0.9369941108021064,0.9882037111691827,0.002781381551022377
5.14,0.9374483547079964,0.9883204026616372,0.0027813995378915463
5.15,0.9378992817901123,0.9884359465113483,0.002781417456733538
5.16,0.9383469164977624,0.9885503538733792,0.0027814353077347488
5.17,0.938791283100819,0.9886636357969618,0.0027814530910812998
5.18,0.9392324056909703,0.9887758032264494,0.002781470806959047
5.19,0.9396703081829781,0.9888868670022627,0.002781488455553586
5.2,0.9401050143159168,0.9889968378618261,0.0027815060370502557
5.21,0.940536547654412,0.9891057264405013,0.002781523551634151
5.22,0.9409649315898684,0.9892135432725041,0.0027815409994901164
5.23,0.9413901893416903,0.9893202987918263,0.002781558380802766
5.24,0.9418123439585003,0.9894260033331393,0.002781575695756477
5.25,0.9422314183193412,0.9895306671326962,0.002781592944535401
5.26,0.9426474351348799,0.9896343003292261,0.0027816101273234616
5.2700000000000005,0.9430604169485978,0.9897369129648194,0.0027816272443043715
5.28,0.9434703861379757,0.9898385149858059,0.002781644295661624
5.29,0.9438773649156748,0.9899391162436287,0.002781661281578504
5.3,0.9442813753307059,0.9900387264957076,0.0027816782022380897
5.3100000000000005,0.9446824392695924,0.9901373554062967,0.002781695057823256
5.32,0.9450805784575277,0.9902350125473365,0.002781711848516687
5.33,0.9454758144595258,0.990331707399295,0.0027817285745008608
5.34,0.9458681686815618,0.990427449352007,0.0027817452359580686
5.3500000000000005,0.9462576623717097,0.990522247705502,0.0027817618330704123
5.36,0.9466443166212674,0.9906161116708287,0.00278177836601981
5.37,0.9470281523658804,0.990709050370869,0.002781794834987995
5.38,0.9474091903866545,0.9908010728411509,0.0027818112401565183
5.39,0.9477874513112632,0.9908921880306455,0.002781827581706757
5.4,0.9481629556150494,0.9909824048025692,0.0027818438598199127
5.41,0.9485357236221155,0.9910717319351684,0.0027818600746770065
5.42,0.948905775506413,0.9911601781225036,0.002781876226458897
5.43,0.9492731312928187,0.9912477519752263,0.002781892315346269
5.44,0.949637810858208,0.9913344620213467,0.002781908341519641
5.45,0.9499998339325239,0.9914203167069985,0.002781924305159364
5.46,0.9503592200998279,0.9915053243971943,0.0027819402064456302
5.47,0.9507159887993606,0.9915894933765763,0.0027819560455584597
5.48,0.9510701593265808,0.9916728318501602,0.002781971822677719
5.49,0.9514217508342059,0.9917553479440723,0.0027819875379831126
5.5,0.9517707823332433,0.9918370497062811,0.0027820031916541816
5.51,0.9521172726940148,0.9919179451073211,0.002782018783870314
5.5200000000000005,0.952461240647176,0.9919980420410145,0.002782034314810738
5.53,0.9528027047847252,0.9920773483251812,0.002782049784654525
5.54,0.9531416835610117,0.9921558717023449,0.0027820651935805897
5.55,0.9534781952937297,0.992233619840437,0.002782080541767694
5.5600000000000005,0.9538122581649153,0.9923106003334871,0.0027820958293944425
5.57,0.9541438902219259,0.992386820702314,0.002782111056639287
5.58,0.9544731093784238,0.9924622883952072,0.0027821262236805214
5.59,0.9547999334153446,0.9925370107886045,0.0027821413306962912
5.6000000000000005,0.9551243799818654,0.9926109951877609,0.0027821563778645817
5.61,0.95544646659636,0.9926842488274151,0.0027821713653632296
5.62,0.9557662106473593,0.9927567788724493,0.002782186293369914
5.63,0.9560836293944878,0.9928285924185406,0.002782201162062163
5.64,0.9563987399694119,0.9928996964928092,0.002782215971617344
5.65,0.9567115593767701,0.9929700980544632,0.0027822307222126782
5.66,0.9570221044951012,0.9930398039954308,0.002782245414025229
5.67,0.9573303920777617,0.9931088211409951,0.0027822600472318976
5.68,0.9576364387538493,0.9931771562504164,0.0027822746220094383
5.69,0.957940261029103,0.9932448160175551,0.002782289138534447
5.7,0.9582418752868113,0.9933118070714829,0.0027823035969833584
5.71,0.9585412977887046,0.9933781359770951,0.0027823179975324523
5.72,0.9588385446758493,0.9934438092357106,0.0027823323403578515
5.73,0.9591336319695308,0.9935088332856755,0.0027823466256355163
5.74,0.9594265755721295,0.99357321450295,0.00278236085354125
5.75,0.9597173912679967,0.9936369592017009,0.0027823750242506923
5.76,0.9600060947243184,0.9937000736348824,0.002782389137939322
5.7700000000000005,0.9602927014919763,0.9937625639948137,0.002782403194782456
5.78,0.9605772270064022,0.9938244364137501,0.002782417194955242
5.79,0.9608596865884276,0.993885696964454,0.0027824311386326728
5.8,0.9611400954451239,0.9939463516607521,0.0027824450259895657
5.8100000000000005,0.9614184686706422,0.994006406458096,0.0027824588572005734
5.82,0.9616948212470398,0.9940658672541138,0.0027824726324401803
5.83,0.9619691680451136,0.994124739889156,0.0027824863518827
5.84,0.9622415238252101,0.9941830301468395,0.0027825000157022787
5.8500000000000005,0.9625119032380459,0.9942407437545842,0.002782513624072883
5.86,0.962780320825513,0.9942978863841456,0.0027825271771683103
5.87,0.9630467910214826,0.9943544636521434,0.0027825406751621844
5.88,0.9633113281526012,0.9944104811205837,0.0027825541182279465
5.89,0.963573946439083,0.9944659442973783,0.002782567506538866
5.9,0.9638346599954941,0.9945208586368581,0.002782580840268025
5.91,0.9640934828315362,0.9945752295402815,0.0027825941195883325
5.92,0.9643504288528146,0.9946290623563413,0.002782607344672507
5.93,0.9646055118616172,0.9946823623816615,0.0027826205156930893
5.94,0.9648587455576711,0.9947351348612946,0.002782633632822429
5.95,0.9651101435389031,0.9947873849892124,0.0027826466962326884
5.96,0.9653597193021949,0.9948391179087928,0.002782659706095843
5.97,0.9656074862441277,0.9948903387133006,0.002782672662583678
5.98,0.9658534576617295,0.9949410524463671,0.0027826855658677806
5.99,0.9660976467532062,0.9949912641024617,0.0027826984161195504
6.0,0.9663400666186805,0.995040978627362,0.0027827112135101846
